year;state;month;number
1998;Acre;1;0
1999;Acre;1;0
2000;Acre;1;0
2001;Acre;1;0
2002;Acre;1;0
2003;Acre;1;10
2004;Acre;1;0
2005;Acre;1;12
2006;Acre;1;4
2007;Acre;1;0
2008;Acre;1;0
2009;Acre;1;0
2010;Acre;1;1
2011;Acre;1;0
2012;Acre;1;0
2013;Acre;1;0
2014;Acre;1;0
2015;Acre;1;1
2016;Acre;1;12
2017;Acre;1;0
1998;Acre;2;0
1999;Acre;2;0
2000;Acre;2;0
2001;Acre;2;0
2002;Acre;2;1
2003;Acre;2;0
2004;Acre;2;3
2005;Acre;2;0
2006;Acre;2;0
2007;Acre;2;5
2008;Acre;2;0
2009;Acre;2;2
2010;Acre;2;0
2011;Acre;2;0
2012;Acre;2;0
2013;Acre;2;0
2014;Acre;2;0
2015;Acre;2;2
2016;Acre;2;5
2017;Acre;2;1
1998;Acre;3;0
1999;Acre;3;0
2000;Acre;3;11
2001;Acre;3;0
2002;Acre;3;0
2003;Acre;3;0
2004;Acre;3;0
2005;Acre;3;3
2006;Acre;3;0
2007;Acre;3;2
2008;Acre;3;0
2009;Acre;3;1
2010;Acre;3;0
2011;Acre;3;0
2012;Acre;3;1
2013;Acre;3;2
2014;Acre;3;1
2015;Acre;3;2
2016;Acre;3;0
2017;Acre;3;0
1998;Acre;4;0
1999;Acre;4;0
2000;Acre;4;1
2001;Acre;4;0
2002;Acre;4;0
2003;Acre;4;1
2004;Acre;4;2
2005;Acre;4;1
2006;Acre;4;0
2007;Acre;4;0
2008;Acre;4;0
2009;Acre;4;0
2010;Acre;4;3
2011;Acre;4;2
2012;Acre;4;1
2013;Acre;4;19
2014;Acre;4;7
2015;Acre;4;3
2016;Acre;4;0
2017;Acre;4;1
1998;Acre;5;0
1999;Acre;5;0
2000;Acre;5;1
2001;Acre;5;0
2002;Acre;5;0
2003;Acre;5;6
2004;Acre;5;7
2005;Acre;5;2
2006;Acre;5;8
2007;Acre;5;1
2008;Acre;5;0
2009;Acre;5;3
2010;Acre;5;9
2011;Acre;5;3
2012;Acre;5;3
2013;Acre;5;4
2014;Acre;5;1
2015;Acre;5;2
2016;Acre;5;21
2017;Acre;5;10
1998;Acre;6;3
1999;Acre;6;0
2000;Acre;6;1
2001;Acre;6;1
2002;Acre;6;0
2003;Acre;6;0
2004;Acre;6;5
2005;Acre;6;27
2006;Acre;6;1
2007;Acre;6;4
2008;Acre;6;0
2009;Acre;6;0
2010;Acre;6;1
2011;Acre;6;10
2012;Acre;6;7
2013;Acre;6;8
2014;Acre;6;17
2015;Acre;6;40
2016;Acre;6;87
2017;Acre;6;45
1998;Acre;7;37
1999;Acre;7;1
2000;Acre;7;1
2001;Acre;7;3
2002;Acre;7;39
2003;Acre;7;168
2004;Acre;7;42
2005;Acre;7;368
2006;Acre;7;33
2007;Acre;7;29
2008;Acre;7;41
2009;Acre;7;31
2010;Acre;7;126
2011;Acre;7;93
2012;Acre;7;71
2013;Acre;7;54
2014;Acre;7;60
2015;Acre;7;109
2016;Acre;7;533
2017;Acre;7;457
1998;Acre;8;130
1999;Acre;8;63
2000;Acre;8;136
2001;Acre;8;396
2002;Acre;8;728
2003;Acre;8;1.976
2004;Acre;8;645
2005;Acre;8;4.198
2006;Acre;8;839
2007;Acre;8;960
2008;Acre;8;445
2009;Acre;8;194
2010;Acre;8;1.682
2011;Acre;8;425
2012;Acre;8;739
2013;Acre;8;679
2014;Acre;8;1.1
2015;Acre;8;1.397
2016;Acre;8;2.188
2017;Acre;8;1.493
1998;Acre;9;509
1999;Acre;9;209
2000;Acre;9;265
2001;Acre;9;290
2002;Acre;9;1.949
2003;Acre;9;3.942
2004;Acre;9;1.978
2005;Acre;9;4.253
2006;Acre;9;2.37
2007;Acre;9;2.08
2008;Acre;9;1.666
2009;Acre;9;1.265
2010;Acre;9;2.531
2011;Acre;9;1.204
2012;Acre;9;1.996
2013;Acre;9;2.136
2014;Acre;9;2.175
2015;Acre;9;2.928
2016;Acre;9;3.586
2017;Acre;9;3.429
1998;Acre;10;44
1999;Acre;10;60
2000;Acre;10;18
2001;Acre;10;137
2002;Acre;10;687
2003;Acre;10;740
2004;Acre;10;461
2005;Acre;10;547
2006;Acre;10;316
2007;Acre;10;203
2008;Acre;10;652
2009;Acre;10;565
2010;Acre;10;292
2011;Acre;10;97
2012;Acre;10;348
2013;Acre;10;258
2014;Acre;10;406
2015;Acre;10;905
2016;Acre;10;509
2017;Acre;10;1.508
1998;Acre;11;0
1999;Acre;11;0
2000;Acre;11;0
2001;Acre;11;1
2002;Acre;11;86
2003;Acre;11;15
2004;Acre;11;10
2005;Acre;11;14
2006;Acre;11;18
2007;Acre;11;7
2008;Acre;11;4
2009;Acre;11;33
2010;Acre;11;39
2011;Acre;11;74
2012;Acre;11;13
2013;Acre;11;79
2014;Acre;11;56
2015;Acre;11;115
2016;Acre;11;46
2017;Acre;11;98
1998;Acre;12;7
1999;Acre;12;0
2000;Acre;12;0
2001;Acre;12;0
2002;Acre;12;1
2003;Acre;12;1
2004;Acre;12;7
2005;Acre;12;2
2006;Acre;12;0
2007;Acre;12;0
2008;Acre;12;0
2009;Acre;12;1
2010;Acre;12;0
2011;Acre;12;4
2012;Acre;12;1
2013;Acre;12;3
2014;Acre;12;6
2015;Acre;12;8
2016;Acre;12;6
1998;Alagoas;1;0
1999;Alagoas;1;58
2000;Alagoas;1;11
2001;Alagoas;1;5
2002;Alagoas;1;12
2003;Alagoas;1;150
2004;Alagoas;1;9
2005;Alagoas;1;83
2006;Alagoas;1;29
2007;Alagoas;1;33
2008;Alagoas;1;55
2009;Alagoas;1;104
2010;Alagoas;1;23
2011;Alagoas;1;41
2012;Alagoas;1;36
2013;Alagoas;1;49
2014;Alagoas;1;54
2015;Alagoas;1;81
2016;Alagoas;1;24
2017;Alagoas;1;38
2017;Alagoas;1;38
1998;Alagoas;2;0
1999;Alagoas;2;20
2000;Alagoas;2;16
2001;Alagoas;2;4
2002;Alagoas;2;15
2003;Alagoas;2;33
2004;Alagoas;2;7
2005;Alagoas;2;31
2006;Alagoas;2;14
2007;Alagoas;2;28
2008;Alagoas;2;74
2009;Alagoas;2;32
2010;Alagoas;2;26
2011;Alagoas;2;33
2012;Alagoas;2;41
2013;Alagoas;2;19
2014;Alagoas;2;29
2015;Alagoas;2;46
2016;Alagoas;2;14
2017;Alagoas;2;21
1998;Alagoas;3;0
1999;Alagoas;3;52
2000;Alagoas;3;32
2001;Alagoas;3;0
2002;Alagoas;3;27
2003;Alagoas;3;15
2004;Alagoas;3;16
2005;Alagoas;3;35
2006;Alagoas;3;37
2007;Alagoas;3;7
2008;Alagoas;3;31
2009;Alagoas;3;31
2010;Alagoas;3;70
2011;Alagoas;3;34
2012;Alagoas;3;44
2013;Alagoas;3;31
2014;Alagoas;3;28
2015;Alagoas;3;32
2016;Alagoas;3;9
2017;Alagoas;3;23
1998;Alagoas;4;0
1999;Alagoas;4;4
2000;Alagoas;4;20
2001;Alagoas;4;0
2002;Alagoas;4;6
2003;Alagoas;4;20
2004;Alagoas;4;6
2005;Alagoas;4;1
2006;Alagoas;4;2
2007;Alagoas;4;1
2008;Alagoas;4;18
2009;Alagoas;4;5
2010;Alagoas;4;3
2011;Alagoas;4;17
2012;Alagoas;4;18
2013;Alagoas;4;25
2014;Alagoas;4;16
2015;Alagoas;4;63
2016;Alagoas;4;13
2017;Alagoas;4;7
1998;Alagoas;5;0
1999;Alagoas;5;1
2000;Alagoas;5;1
2001;Alagoas;5;2
2002;Alagoas;5;1
2003;Alagoas;5;1
2004;Alagoas;5;3
2005;Alagoas;5;0
2006;Alagoas;5;0
2007;Alagoas;5;0
2008;Alagoas;5;0
2009;Alagoas;5;0
2010;Alagoas;5;0
2011;Alagoas;5;0
2012;Alagoas;5;21
2013;Alagoas;5;2
2014;Alagoas;5;1
2015;Alagoas;5;18
2016;Alagoas;5;4
2017;Alagoas;5;1
1998;Alagoas;6;0
1999;Alagoas;6;0
2000;Alagoas;6;0
2001;Alagoas;6;2
2002;Alagoas;6;0
2003;Alagoas;6;0
2004;Alagoas;6;0
2005;Alagoas;6;0
2006;Alagoas;6;0
2007;Alagoas;6;0
2008;Alagoas;6;0
2009;Alagoas;6;0
2010;Alagoas;6;0
2011;Alagoas;6;2
2012;Alagoas;6;4
2013;Alagoas;6;1
2014;Alagoas;6;2
2015;Alagoas;6;2
2016;Alagoas;6;5
2017;Alagoas;6;2
1998;Alagoas;7;0
1999;Alagoas;7;0
2000;Alagoas;7;0
2001;Alagoas;7;0
2002;Alagoas;7;5
2003;Alagoas;7;0
2004;Alagoas;7;0
2005;Alagoas;7;0
2006;Alagoas;7;0
2007;Alagoas;7;0
2008;Alagoas;7;0
2009;Alagoas;7;0
2010;Alagoas;7;2
2011;Alagoas;7;0
2012;Alagoas;7;0
2013;Alagoas;7;0
2014;Alagoas;7;1
2015;Alagoas;7;0
2016;Alagoas;7;3
2017;Alagoas;7;0
1998;Alagoas;8;1
1999;Alagoas;8;3
2000;Alagoas;8;4
2001;Alagoas;8;1
2002;Alagoas;8;3
2003;Alagoas;8;2
2004;Alagoas;8;2
2005;Alagoas;8;2
2006;Alagoas;8;1
2007;Alagoas;8;3
2008;Alagoas;8;1
2009;Alagoas;8;0
2010;Alagoas;8;1
2011;Alagoas;8;4
2012;Alagoas;8;0
2013;Alagoas;8;0
2014;Alagoas;8;3
2015;Alagoas;8;3
2016;Alagoas;8;5
2017;Alagoas;8;1
1998;Alagoas;9;14
1999;Alagoas;9;3
2000;Alagoas;9;22
2001;Alagoas;9;5
2002;Alagoas;9;14
2003;Alagoas;9;8
2004;Alagoas;9;5
2005;Alagoas;9;7
2006;Alagoas;9;4
2007;Alagoas;9;2
2008;Alagoas;9;9
2009;Alagoas;9;13
2010;Alagoas;9;5
2011;Alagoas;9;5
2012;Alagoas;9;6
2013;Alagoas;9;4
2014;Alagoas;9;11
2015;Alagoas;9;7
2016;Alagoas;9;18
2017;Alagoas;9;4
1998;Alagoas;10;20
1999;Alagoas;10;4
2000;Alagoas;10;13
2001;Alagoas;10;15
2002;Alagoas;10;30
2003;Alagoas;10;10
2004;Alagoas;10;12
2005;Alagoas;10;17
2006;Alagoas;10;32
2007;Alagoas;10;6
2008;Alagoas;10;18
2009;Alagoas;10;30
2010;Alagoas;10;16
2011;Alagoas;10;23
2012;Alagoas;10;28
2013;Alagoas;10;25
2014;Alagoas;10;7
2015;Alagoas;10;40
2016;Alagoas;10;74
2017;Alagoas;10;14
1998;Alagoas;11;19
1999;Alagoas;11;15
2000;Alagoas;11;2
2001;Alagoas;11;22
2002;Alagoas;11;50
2003;Alagoas;11;17
2004;Alagoas;11;28
2005;Alagoas;11;25
2006;Alagoas;11;12
2007;Alagoas;11;15
2008;Alagoas;11;37
2009;Alagoas;11;55
2010;Alagoas;11;31
2011;Alagoas;11;23
2012;Alagoas;11;95
2013;Alagoas;11;10
2014;Alagoas;11;14
2015;Alagoas;11;162
2016;Alagoas;11;76
2017;Alagoas;11;10
1998;Alagoas;12;32
1999;Alagoas;12;12
2000;Alagoas;12;2
2001;Alagoas;12;30
2002;Alagoas;12;95
2003;Alagoas;12;43
2004;Alagoas;12;71
2005;Alagoas;12;16
2006;Alagoas;12;30
2007;Alagoas;12;33
2008;Alagoas;12;34
2009;Alagoas;12;55
2010;Alagoas;12;45
2011;Alagoas;12;50
2012;Alagoas;12;59
2013;Alagoas;12;42
2014;Alagoas;12;24
2015;Alagoas;12;136
2016;Alagoas;12;155
1998;Amapa;1;0
1999;Amapa;1;0
2000;Amapa;1;2
2001;Amapa;1;0
2002;Amapa;1;7
2003;Amapa;1;31
2004;Amapa;1;38
2005;Amapa;1;109
2006;Amapa;1;6
2007;Amapa;1;0
2008;Amapa;1;2
2009;Amapa;1;4
2010;Amapa;1;2
2011;Amapa;1;0
2012;Amapa;1;30
2013;Amapa;1;3
2014;Amapa;1;10
2015;Amapa;1;14
2016;Amapa;1;19
2017;Amapa;1;2
1998;Amapa;2;0
1999;Amapa;2;1
2000;Amapa;2;0
2001;Amapa;2;0
2002;Amapa;2;2
2003;Amapa;2;0
2004;Amapa;2;2
2005;Amapa;2;1
2006;Amapa;2;2
2007;Amapa;2;0
2008;Amapa;2;0
2009;Amapa;2;0
2010;Amapa;2;0
2011;Amapa;2;3
2012;Amapa;2;5
2013;Amapa;2;0
2014;Amapa;2;2
2015;Amapa;2;1
2016;Amapa;2;1
2017;Amapa;2;0
1998;Amapa;3;0
1999;Amapa;3;2
2000;Amapa;3;0
2001;Amapa;3;0
2002;Amapa;3;0
2003;Amapa;3;1
2004;Amapa;3;0
2005;Amapa;3;0
2006;Amapa;3;0
2007;Amapa;3;0
2008;Amapa;3;1
2009;Amapa;3;1
2010;Amapa;3;2
2011;Amapa;3;0
2012;Amapa;3;1
2013;Amapa;3;0
2014;Amapa;3;1
2015;Amapa;3;2
2016;Amapa;3;5
2017;Amapa;3;0
1998;Amapa;4;0
1999;Amapa;4;0
2000;Amapa;4;0
2001;Amapa;4;0
2002;Amapa;4;0
2003;Amapa;4;2
2004;Amapa;4;0
2005;Amapa;4;0
2006;Amapa;4;0
2007;Amapa;4;0
2008;Amapa;4;2
2009;Amapa;4;0
2010;Amapa;4;2
2011;Amapa;4;0
2012;Amapa;4;2
2013;Amapa;4;2
2014;Amapa;4;0
2015;Amapa;4;0
2016;Amapa;4;0
2017;Amapa;4;3
1998;Amapa;5;0
1999;Amapa;5;0
2000;Amapa;5;0
2001;Amapa;5;0
2002;Amapa;5;3
2003;Amapa;5;0
2004;Amapa;5;0
2005;Amapa;5;0
2006;Amapa;5;0
2007;Amapa;5;0
2008;Amapa;5;0
2009;Amapa;5;2
2010;Amapa;5;2
2011;Amapa;5;2
2012;Amapa;5;2
2013;Amapa;5;0
2014;Amapa;5;0
2015;Amapa;5;0
2016;Amapa;5;1
2017;Amapa;5;1
1998;Amapa;6;0
1999;Amapa;6;2
2000;Amapa;6;0
2001;Amapa;6;0
2002;Amapa;6;0
2003;Amapa;6;0
2004;Amapa;6;5
2005;Amapa;6;2
2006;Amapa;6;0
2007;Amapa;6;0
2008;Amapa;6;0
2009;Amapa;6;1
2010;Amapa;6;0
2011;Amapa;6;0
2012;Amapa;6;7
2013;Amapa;6;1
2014;Amapa;6;0
2015;Amapa;6;3
2016;Amapa;6;2
2017;Amapa;6;2
1998;Amapa;7;0
1999;Amapa;7;0
2000;Amapa;7;0
2001;Amapa;7;1
2002;Amapa;7;1
2003;Amapa;7;0
2004;Amapa;7;2
2005;Amapa;7;0
2006;Amapa;7;0
2007;Amapa;7;0
2008;Amapa;7;0
2009;Amapa;7;4
2010;Amapa;7;2
2011;Amapa;7;5
2012;Amapa;7;3
2013;Amapa;7;1
2014;Amapa;7;4
2015;Amapa;7;5
2016;Amapa;7;1
2017;Amapa;7;3
1998;Amapa;8;1
1999;Amapa;8;0
2000;Amapa;8;3
2001;Amapa;8;12
2002;Amapa;8;18
2003;Amapa;8;14
2004;Amapa;8;9
2005;Amapa;8;4
2006;Amapa;8;11
2007;Amapa;8;5
2008;Amapa;8;4
2009;Amapa;8;20
2010;Amapa;8;1
2011;Amapa;8;16
2012;Amapa;8;19
2013;Amapa;8;9
2014;Amapa;8;18
2015;Amapa;8;40
2016;Amapa;8;37
2017;Amapa;8;33
1998;Amapa;9;20
1999;Amapa;9;4
2000;Amapa;9;19
2001;Amapa;9;95
2002;Amapa;9;73
2003;Amapa;9;88
2004;Amapa;9;67
2005;Amapa;9;97
2006;Amapa;9;112
2007;Amapa;9;61
2008;Amapa;9;83
2009;Amapa;9;188
2010;Amapa;9;63
2011;Amapa;9;128
2012;Amapa;9;168
2013;Amapa;9;85
2014;Amapa;9;137
2015;Amapa;9;192
2016;Amapa;9;142
2017;Amapa;9;95
1998;Amapa;10;42
1999;Amapa;10;25
2000;Amapa;10;42
2001;Amapa;10;194
2002;Amapa;10;557
2003;Amapa;10;355
2004;Amapa;10;412
2005;Amapa;10;335
2006;Amapa;10;405
2007;Amapa;10;162
2008;Amapa;10;395
2009;Amapa;10;765
2010;Amapa;10;265
2011;Amapa;10;304
2012;Amapa;10;475
2013;Amapa;10;385
2014;Amapa;10;480
2015;Amapa;10;827
2016;Amapa;10;793
2017;Amapa;10;468
1998;Amapa;11;131
1999;Amapa;11;26
2000;Amapa;11;157
2001;Amapa;11;406
2002;Amapa;11;1.096
2003;Amapa;11;750
2004;Amapa;11;949
2005;Amapa;11;685
2006;Amapa;11;207
2007;Amapa;11;198
2008;Amapa;11;266
2009;Amapa;11;1.019
2010;Amapa;11;339
2011;Amapa;11;282
2012;Amapa;11;969
2013;Amapa;11;341
2014;Amapa;11;484
2015;Amapa;11;1.3
2016;Amapa;11;1.161
2017;Amapa;11;858
1998;Amapa;12;84
1999;Amapa;12;41
2000;Amapa;12;30
2001;Amapa;12;593
2002;Amapa;12;200
2003;Amapa;12;411
2004;Amapa;12;777
2005;Amapa;12;38
2006;Amapa;12;74
2007;Amapa;12;14
2008;Amapa;12;32
2009;Amapa;12;123
2010;Amapa;12;43
2011;Amapa;12;360
2012;Amapa;12;422
2013;Amapa;12;148
2014;Amapa;12;354
2015;Amapa;12;269
2016;Amapa;12;491
1998;Amazonas;1;0
1999;Amazonas;1;3
2000;Amazonas;1;7
2001;Amazonas;1;3
2002;Amazonas;1;17
2003;Amazonas;1;158
2004;Amazonas;1;123
2005;Amazonas;1;44
2006;Amazonas;1;20
2007;Amazonas;1;37
2008;Amazonas;1;16
2009;Amazonas;1;9
2010;Amazonas;1;82
2011;Amazonas;1;53
2012;Amazonas;1;6
2013;Amazonas;1;37
2014;Amazonas;1;46
2015;Amazonas;1;35
2016;Amazonas;1;770
2017;Amazonas;1;65
1998;Amazonas;2;0
1999;Amazonas;2;43
2000;Amazonas;2;62
2001;Amazonas;2;8
2002;Amazonas;2;2
2003;Amazonas;2;62
2004;Amazonas;2;92
2005;Amazonas;2;6
2006;Amazonas;2;10
2007;Amazonas;2;92
2008;Amazonas;2;32
2009;Amazonas;2;3
2010;Amazonas;2;81
2011;Amazonas;2;30
2012;Amazonas;2;25
2013;Amazonas;2;16
2014;Amazonas;2;49
2015;Amazonas;2;107
2016;Amazonas;2;275
2017;Amazonas;2;52
1998;Amazonas;3;0
1999;Amazonas;3;7
2000;Amazonas;3;69
2001;Amazonas;3;6
2002;Amazonas;3;5
2003;Amazonas;3;64
2004;Amazonas;3;6
2005;Amazonas;3;12
2006;Amazonas;3;20
2007;Amazonas;3;6
2008;Amazonas;3;10
2009;Amazonas;3;11
2010;Amazonas;3;116
2011;Amazonas;3;49
2012;Amazonas;3;17
2013;Amazonas;3;49
2014;Amazonas;3;50
2015;Amazonas;3;46
2016;Amazonas;3;140
2017;Amazonas;3;45
1998;Amazonas;4;0
1999;Amazonas;4;2
2000;Amazonas;4;18
2001;Amazonas;4;1
2002;Amazonas;4;2
2003;Amazonas;4;11
2004;Amazonas;4;4
2005;Amazonas;4;5
2006;Amazonas;4;5
2007;Amazonas;4;0
2008;Amazonas;4;13
2009;Amazonas;4;1
2010;Amazonas;4;11
2011;Amazonas;4;5
2012;Amazonas;4;3
2013;Amazonas;4;20
2014;Amazonas;4;25
2015;Amazonas;4;24
2016;Amazonas;4;22
2017;Amazonas;4;20
1998;Amazonas;5;0
1999;Amazonas;5;0
2000;Amazonas;5;51
2001;Amazonas;5;0
2002;Amazonas;5;8
2003;Amazonas;5;2
2004;Amazonas;5;0
2005;Amazonas;5;8
2006;Amazonas;5;4
2007;Amazonas;5;0
2008;Amazonas;5;1
2009;Amazonas;5;3
2010;Amazonas;5;13
2011;Amazonas;5;6
2012;Amazonas;5;12
2013;Amazonas;5;19
2014;Amazonas;5;12
2015;Amazonas;5;10
2016;Amazonas;5;30
2017;Amazonas;5;40
1998;Amazonas;6;2
1999;Amazonas;6;7
2000;Amazonas;6;6
2001;Amazonas;6;5
2002;Amazonas;6;5
2003;Amazonas;6;3
2004;Amazonas;6;12
2005;Amazonas;6;78
2006;Amazonas;6;9
2007;Amazonas;6;23
2008;Amazonas;6;7
2009;Amazonas;6;13
2010;Amazonas;6;9
2011;Amazonas;6;22
2012;Amazonas;6;45
2013;Amazonas;6;56
2014;Amazonas;6;74
2015;Amazonas;6;33
2016;Amazonas;6;90
2017;Amazonas;6;119
1998;Amazonas;7;71
1999;Amazonas;7;11
2000;Amazonas;7;39
2001;Amazonas;7;9
2002;Amazonas;7;146
2003;Amazonas;7;180
2004;Amazonas;7;177
2005;Amazonas;7;676
2006;Amazonas;7;123
2007;Amazonas;7;116
2008;Amazonas;7;108
2009;Amazonas;7;199
2010;Amazonas;7;640
2011;Amazonas;7;271
2012;Amazonas;7;234
2013;Amazonas;7;248
2014;Amazonas;7;202
2015;Amazonas;7;356
2016;Amazonas;7;1.137
2017;Amazonas;7;1.975
1998;Amazonas;8;321
1999;Amazonas;8;259
2000;Amazonas;8;180
2001;Amazonas;8;501
2002;Amazonas;8;741
2003;Amazonas;8;1.867
2004;Amazonas;8;1.207
2005;Amazonas;8;2.316
2006;Amazonas;8;1.422
2007;Amazonas;8;2.241
2008;Amazonas;8;861
2009;Amazonas;8;1.321
2010;Amazonas;8;3.727
2011;Amazonas;8;1.243
2012;Amazonas;8;3.011
2013;Amazonas;8;1.276
2014;Amazonas;8;3.852
2015;Amazonas;8;4.564
2016;Amazonas;8;3.611
2017;Amazonas;8;6.316
1998;Amazonas;9;267
1999;Amazonas;9;216
2000;Amazonas;9;189
2001;Amazonas;9;166
2002;Amazonas;9;928
2003;Amazonas;9;1.401
2004;Amazonas;9;911
2005;Amazonas;9;2.812
2006;Amazonas;9;2.218
2007;Amazonas;9;1.36
2008;Amazonas;9;998
2009;Amazonas;9;3.091
2010;Amazonas;9;2.781
2011;Amazonas;9;1.295
2012;Amazonas;9;2.392
2013;Amazonas;9;1.739
2014;Amazonas;9;3.057
2015;Amazonas;9;5.882
2016;Amazonas;9;3.119
2017;Amazonas;9;4.033
1998;Amazonas;10;83
1999;Amazonas;10;479
2000;Amazonas;10;145
2001;Amazonas;10;332
2002;Amazonas;10;695
2003;Amazonas;10;725
2004;Amazonas;10;710
2005;Amazonas;10;545
2006;Amazonas;10;721
2007;Amazonas;10;215
2008;Amazonas;10;632
2009;Amazonas;10;2.189
2010;Amazonas;10;889
2011;Amazonas;10;694
2012;Amazonas;10;1.238
2013;Amazonas;10;1.202
2014;Amazonas;10;952
2015;Amazonas;10;2.494
2016;Amazonas;10;2.105
2017;Amazonas;10;1.581
1998;Amazonas;11;6
1999;Amazonas;11;32
2000;Amazonas;11;27
2001;Amazonas;11;244
2002;Amazonas;11;259
2003;Amazonas;11;169
2004;Amazonas;11;209
2005;Amazonas;11;261
2006;Amazonas;11;59
2007;Amazonas;11;90
2008;Amazonas;11;39
2009;Amazonas;11;973
2010;Amazonas;11;354
2011;Amazonas;11;399
2012;Amazonas;11;682
2013;Amazonas;11;220
2014;Amazonas;11;676
2015;Amazonas;11;1.054
2016;Amazonas;11;591
2017;Amazonas;11;552
1998;Amazonas;12;196
1999;Amazonas;12;2
2000;Amazonas;12;60
2001;Amazonas;12;22
2002;Amazonas;12;44
2003;Amazonas;12;147
2004;Amazonas;12;53
2005;Amazonas;12;17
2006;Amazonas;12;23
2007;Amazonas;12;7
2008;Amazonas;12;0
2009;Amazonas;12;102
2010;Amazonas;12;123
2011;Amazonas;12;121
2012;Amazonas;12;80
2013;Amazonas;12;236
2014;Amazonas;12;293
2015;Amazonas;12;565
2016;Amazonas;12;133
1998;Bahia;1;0
1999;Bahia;1;114
2000;Bahia;1;31
2001;Bahia;1;24
2002;Bahia;1;125
2003;Bahia;1;439
2004;Bahia;1;158
2005;Bahia;1;303
2006;Bahia;1;225
2007;Bahia;1;373
2008;Bahia;1;314
2009;Bahia;1;177
2010;Bahia;1;297
2011;Bahia;1;101
2012;Bahia;1;179
2013;Bahia;1;125
2014;Bahia;1;132
2015;Bahia;1;256
2016;Bahia;1;285
2017;Bahia;1;154
1998;Bahia;2;0
1999;Bahia;2;157
2000;Bahia;2;32
2001;Bahia;2;101
2002;Bahia;2;204
2003;Bahia;2;223
2004;Bahia;2;122
2005;Bahia;2;143
2006;Bahia;2;277
2007;Bahia;2;113
2008;Bahia;2;235
2009;Bahia;2;117
2010;Bahia;2;206
2011;Bahia;2;156
2012;Bahia;2;200
2013;Bahia;2;231
2014;Bahia;2;107
2015;Bahia;2;143
2016;Bahia;2;418
2017;Bahia;2;100
1998;Bahia;3;0
1999;Bahia;3;83
2000;Bahia;3;65
2001;Bahia;3;4
2002;Bahia;3;146
2003;Bahia;3;274
2004;Bahia;3;115
2005;Bahia;3;158
2006;Bahia;3;199
2007;Bahia;3;141
2008;Bahia;3;135
2009;Bahia;3;249
2010;Bahia;3;156
2011;Bahia;3;90
2012;Bahia;3;404
2013;Bahia;3;363
2014;Bahia;3;148
2015;Bahia;3;229
2016;Bahia;3;281
2017;Bahia;3;163
1998;Bahia;4;0
1999;Bahia;4;55
2000;Bahia;4;23
2001;Bahia;4;26
2002;Bahia;4;110
2003;Bahia;4;376
2004;Bahia;4;89
2005;Bahia;4;76
2006;Bahia;4;60
2007;Bahia;4;64
2008;Bahia;4;151
2009;Bahia;4;40
2010;Bahia;4;103
2011;Bahia;4;149
2012;Bahia;4;396
2013;Bahia;4;108
2014;Bahia;4;183
2015;Bahia;4;190
2016;Bahia;4;217
2017;Bahia;4;94
1998;Bahia;5;0
1999;Bahia;5;76
2000;Bahia;5;71
2001;Bahia;5;85
2002;Bahia;5;166
2003;Bahia;5;106
2004;Bahia;5;124
2005;Bahia;5;120
2006;Bahia;5;43
2007;Bahia;5;161
2008;Bahia;5;56
2009;Bahia;5;34
2010;Bahia;5;198
2011;Bahia;5;189
2012;Bahia;5;326
2013;Bahia;5;141
2014;Bahia;5;224
2015;Bahia;5;144
2016;Bahia;5;259
2017;Bahia;5;121
1998;Bahia;6;55
1999;Bahia;6;64
2000;Bahia;6;178
2001;Bahia;6;98
2002;Bahia;6;118
2003;Bahia;6;140
2004;Bahia;6;289
2005;Bahia;6;211
2006;Bahia;6;68
2007;Bahia;6;270
2008;Bahia;6;72
2009;Bahia;6;92
2010;Bahia;6;192
2011;Bahia;6;345
2012;Bahia;6;385
2013;Bahia;6;208
2014;Bahia;6;243
2015;Bahia;6;242
2016;Bahia;6;416
2017;Bahia;6;329
1998;Bahia;7;219
1999;Bahia;7;107
2000;Bahia;7;202
2001;Bahia;7;248
2002;Bahia;7;549
2003;Bahia;7;261
2004;Bahia;7;310
2005;Bahia;7;269
2006;Bahia;7;229
2007;Bahia;7;811
2008;Bahia;7;271
2009;Bahia;7;321
2010;Bahia;7;519
2011;Bahia;7;578
2012;Bahia;7;906
2013;Bahia;7;362
2014;Bahia;7;249
2015;Bahia;7;306
2016;Bahia;7;345
2017;Bahia;7;300
1998;Bahia;8;815
1999;Bahia;8;453
2000;Bahia;8;633
2001;Bahia;8;979
2002;Bahia;8;1.827
2003;Bahia;8;1.039
2004;Bahia;8;1.43
2005;Bahia;8;948
2006;Bahia;8;995
2007;Bahia;8;3.734
2008;Bahia;8;611
2009;Bahia;8;439
2010;Bahia;8;2.423
2011;Bahia;8;1.795
2012;Bahia;8;1.835
2013;Bahia;8;610
2014;Bahia;8;674
2015;Bahia;8;829
2016;Bahia;8;724
2017;Bahia;8;1.018
1998;Bahia;9;2.718
1999;Bahia;9;1.275
2000;Bahia;9;2.285
2001;Bahia;9;3.964
2002;Bahia;9;6.439
2003;Bahia;9;8.847
2004;Bahia;9;6.433
2005;Bahia;9;4.066
2006;Bahia;9;3.006
2007;Bahia;9;7.438
2008;Bahia;9;4.837
2009;Bahia;9;3.61
2010;Bahia;9;5.323
2011;Bahia;9;7.086
